institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//intercultural-communication-introduction,Intercultural Communication - Introduction,Certificate, Online,14 weeks,"Students will learn the definition of culture and will be introduced to inter-cultural communication theories such as differences in gestures, personal spaces, and customs. They will learn to apply these theories to their daily lives. As part of the course, students will communicate with people from other cultures electronically and in person.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.  Professional Office Skills Law Clerk Fundamentals of Policing Criminal Psychology and Behaviour Fundamentals of Correctional Practices",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//intercultural-relations,Intercultural Relations,, Online,,"Globalization brings the people of the world closer together; however, discrimination and other forms of intolerance continue to cause problems. In our increasingly multicultural society these issues can lead to exclusion and inequality, often along racial and ethnic lines. Throughout the curriculum a number of topics will be explored including: diversity issues in a social context, critical differences in cross-cultural communication, and identifying the sources, causes, forms and manifestations of these issues in our society. This online program is a direct response to learning needs identified by a broad range of representatives from human services and justice agencies that recognize that racial inequity and negative stereotyping are significant social problems. Note: Students have up to 7 years to complete all requirements.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent.   Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Law Clerk - College Certificate Fundamentals of Policing - College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//interior-insulation-inspection,Interior Insulation Inspection,Certificate, Online,14 weeks,"Focus is on the inspection of thermal insulation, vapour retarders, and ventilation systems, as well as the inspection of interior elements of residential dwellings such as walls, ceilings, floors, basements, doors, windows, interior stairs/railings, installed countertops and cabinets, and garage doors/door operators.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Commercial Construction Management Construction Estimator Gas Technician Wastewater Management ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//international-business,International Business,Ontario College Graduate Certificate, Online,14 weeks,"Through the study of international companies, students examine the terminology of international business. Students will explore the influence of forces such as culture, economics, politics, and geography on business and markets. Students are also introduced to relevant international organizations including the World Bank, the World Trade Organization (WTO), and the International Monetary Fund. Canadian government policy affecting international business is also examined as part of this course.  Applicants must be a graduate of a college or university diploma or degree program or possess equivalent work-related experience and training. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Program Vocational Learning Outcomes Supply Chain Management – Logistics - Ontario College Graduate Certificate Human Resources Management - College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//international-marketing,International Marketing,Certificate, Online,14 weeks,"Through this course the student will come to understand the global business environment from both national and global perspectives. Topics include an overview of international business patterns and social systems and their effect on business. Different government systems, market structures and economic and legal systems will be examined along with the institutions that provide an international oversight. Culture and ethics, and their effect on business, will be discussed as well as various trade theories and currency exchanges that facilitate global trade. This will provide a framework for the creation of international business strategies necessary for success in the global marketplace.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match.  View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Client and Customer Relations – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/international-nursing-license-preparation,International Nursing License Preparation,Ontario College Graduate Certificate, College Drive Campus,1 year,"Healthcare is a changing environment and nurses are needed to provide primary care where new trends in technology, pharmacology, nursing medical management are critical tools when working with clients presenting with acute complex pathologies. The Nursing Preparation Licensing Program (NLP) for Internationally Educated Nurses is designed to develop nursing expertise to work in the Ontario health care system. Emphasis is placed on the application and evaluation of advanced theories and practice in acute and chronic care settings within an interprofessional model of care as part of the health care team. Through classroom instruction, simulated labs and practicum placements, students will develop the necessary competencies to be eligible to practice in Ontario. Graduates of the program will be eligible to apply to write the College of Nurses of Ontario (CNO) jurisprudence and regulatory examinations to be accredited as a Registered Nurse within the Ontario’s Healthcare system.   For further information on the College of Nurses of Ontario’s registration requirements please consult the link below: http://www.cno.org/en/become-a-nurse/   Ontario College Degree or equivalent in Bachelor of Science in Nursing from an accredited nursing education program. Current registration in their Nursing regulatory body in their home state or country i.e. letter, membership card etc.Applicants must submit a current letter from an employer's human resource department verifying employment as a nurse.If English is not your first language you must either provide proof of English competency or take the Test of English as a Foreign Language (TOEFL) or International English Language Testing System (IELTS). You must have a minimum overall band score of 6.5 on IELTS, or a minimum TOEFL score of 565 (paper-based) or 225 (computer scored) or 85 IBT (internet based) to be admitted to a postsecondary program at the college. Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.  Online Campus Shop Ontario College Graduate Certificate Additional Required Certifications  Optional Certifications ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//internet-mapping,Internet Mapping,Certificate, Online,14 weeks,"Examine various types of Internet Mapping. Examine strategies for managing data for Internet Map Project. Demonstrate the understanding of the topics; Geographic Markup Language, Web Map Service Standards, Opensource and commercial solutions to serving geographical data and common tasks, and issues involved in creating maps.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 This course uses ArcGIS Online and Mapbox GL Javascript Library to construct spatially enabled Internet-web applications. Not required to buy any software. The software listed above will run in Windows, OS, and Linux but all instructions and tutorials are for the Windows environment. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Wastewater Management Environmental Management    ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//interpersonal-and-group-dynamics,Interpersonal and Group Dynamics,Certificate, Online,14 weeks,"In this introductory level course designed for Police Foundations, students learn to apply knowledge from interpersonal relations and group dynamics to working in a team. Emphasis will be placed on utilizing effective communication skills with individuals and groups. Group cohesiveness and effective group decision making will be discussed.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $394.30 Senior Fee - $351.78 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Fundamentals of Correctional Practices – College Certificate Fundamentals of Policing – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//interpersonal-communication-skills-in-palliative-care,Interpersonal Communication Skills in Palliative Care,Ontario College Graduate Certificate, Online,14 weeks,"This course will focus on communication with the terminally ill patient and their families. Topics include: basic process and steps of effective communication, factors influencing personal and cultural attitudes in communication, identifying basic verbal and non-verbal communication, techniques used to establish a trusting relationship and how to identify ineffective communication.  Proof of successful completion of an approved certificate program in health or social services or equivalent. You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $225.80 Senior Fee - $206.90 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Personal Support Worker – Ontario College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//interview-presentation-evidence,Interview & Presentation Evidence,Certificate, Online,14 weeks,"Communication skills during an investigation are critical in achieving good results in an evidence presentation. In any investigation, the gathering and presentation of effective evidence leads to building a strong case. The possession of effective interviewing skills underscores the quality of the evidence gathering process. Utilizing effective interviewing techniques learned in a mock trial set up, students identify information on key issues of a case and practise interviewing alleged suspects and potential witnesses.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $428.00 Senior Fee - $380.75 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//interviewing-and-investigations,Interviewing and Investigations,Certificate, Online,14 weeks,"This course focuses on interviewing and investigation skills. Students develop the interviewing skills necessary to retrieve information from victims, witnesses and suspects. They also learn the basic steps of investigation including the practical development of note taking and observation skills  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $414.52 Senior Fee - $369.16 Streamed video clips inserted into course. Recommended that student views course via high-speed internet. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Fundamentals of Correctional Practices – College Certificate Fundamentals of Policing – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//interviewing-skills-i,Interviewing Skills I,Ontario College Diploma, Online,14 weeks,"You will be provided with an introduction to the basic theory and skills necessary for effective interviewing and counselling. A micro-skills approach to intentional counselling is taken. Throughout this course, students use role-play situations to practise skills, concepts, and methods designed to develop concrete competencies in interviewing and counselling.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee: $374.08    Senior Fee: $334.39 Access to a video recording device, which can capture audio, is required.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-accounting,Introduction to Accounting,Certificate, Online,14 weeks,"This course introduces the student to how accounting information is used by and meets the need of both internal and external users through effective and efficient communication as well as what accounting information is required by a business concern to reflect clearly the operating results of the enterprise over its operating life. Throughout the course, students will be introduced to generally accepted accounting principles, the interpretation and preparation of financial statements and how this information is recorded in the various business records.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $394.30 Senior Fee - $351.78 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-business,Introduction to Business,Certificate, Online,14 weeks,"In this course, students will be introduced to business in Canada, focusing on introductory topics for those interested in employment in a business management role. Topics of study will include the relationships between the areas of finance, human resources, marketing, and operations within an organization, business ethics and social responsibility, management concepts and practices, and an exploration of the entrepreneurial spirit.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08    Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Business – Ontario College Diploma",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-canadian-criminal-justice,Introduction to Canadian Criminal Justice,Certificate, Online,14 weeks,"In this course, students acquire foundational knowledge and skills related to the development, structure and practical operation of the Canadian criminal justice system. The course is geared towards students who will become practitioners in the criminal justice field and will require knowledge of their role in relation to the justice process as a whole. Throughout the course, students will have an opportunity to critically analyze the various components of the justice system, as well as examine the overall effectiveness and efficiency of the system.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Criminal Psychology and Behaviour - College Certificate Fundamentals of Correctional Practices - College Certificate Professional Office Skills - College Certificate Law Clerk - College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-children-s-literature,Introduction to Children’s Literature,Certificate, Online,14 weeks,"This course introduces students to various texts and sources in the domain of Children’s Literature, and gives students the opportunity to discuss the many genres, issues, and theories that pervade the field, while simultaneously helping them gain practice analyzing literature for children with various critical literary elements in mind.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-complementary-therapy,Introduction to Complementary Therapy,Certificate, Online,14 weeks,"In this introductory survey course you will study the history, development and practical application of complementary therapies and modern medicine. Examine numerous specific complementary therapies from historical, theoretical, and practical application perspectives. Therapies in recognized courses of study or certification which are offered in the complementary care practice courses will be highlighted.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-cost-estimating,Introduction to Cost Estimating,Certificate, Online,14 weeks,"This course is intended to explain the process of construction estimating from contract documents to the methods of measuring material quantities used in general contracting offices. This will enable students to understand the position of the estimator within the business of construction management both in the contractor and sub-contractor's world. The course focuses on ""taking off"" methods of materials using simple residential and commercial exercises.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $353.86 Senior Fee - $317.01 Microsoft Word and Excel. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist  Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.  Commercial Construction Management Home Inspection Gas Technician Wastewater Management",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-dreamweaver,Introduction to Dreamweaver,Certificate, Online,14 weeks,"In this introductory course, you’ll learn to create a professional website without having to write code by hand and covers HTML5 and CSS3 for responsive web design. You will also learn how to create HTML-based headings, paragraphs, lists, and tables; insert graphics; add links to text and images; apply cascading styles sheets; and customize the Dreamweaver workspace. And finally, publish a finished site to the Web. Knowledge of HTML is recommended.   You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $293.20 Senior Fee - $264.85 Adobe Dreamweaver CS6 or CC. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-e-business,Introduction to E-Business,Certificate, Online,14 weeks,"Students are provided with tools, skills, an understanding of technology, business concepts and issues that surround the emergence of electronic business. Emphasis is on that part of the Internet known as the World Wide Web (WWW), where such tools as browsers are used. In addition to acquiring basic skills for navigating the Internet, students develop an understanding of the current practices and opportunities in electronic publishing, electronic shopping, electronic distribution and electronic collaboration. Students also explore several of the problems surrounding electronic business and commerce, such as security, authentication, privacy, encryption, safeguarding of intellectual property rights, acceptable use policies and legal liabilities.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39   Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//introduction-to-financial-accounting-i,Introduction to Financial Accounting I,Certificate, Online,14 weeks,"This course introduces the student to how accounting information is used by, and meets the needs of both internal and external users through effective and efficient communication as well as what accounting information is required by a business concern to reflect clearly the operating results of the enterprise over its operating life. Throughout the course, students will be introduced to generally accepted accounting principles, the interpretation and preparation of financial statements and how this information is recorded in the various business records.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $394.30 Senior Fee - $351.78 Microsoft Word and Excel required. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
